train_number,train_time,station,station_order,time_window,到站时列车乘客数,下车人数,期望上车人数,累积未上车人数,实际上车需求,上车人数,未上车人数,离站时列车乘客数,拥挤度
117,09:39:50,S15,14,9:30-9:45,189.0,0.0,183,0.0,183.0,183.0,0.0,372.0,25.14
117,09:37:35,S16,15,9:30-9:45,372.0,0.0,24,0.0,24.0,24.0,0.0,396.0,26.76
117,09:35:40,S17,16,9:30-9:45,396.0,2.0,60,0.0,60.0,60.0,0.0,454.0,30.68
117,09:33:10,S18,17,9:30-9:45,454.0,28.0,100,0.0,100.0,100.0,0.0,526.0,35.54
117,09:30:40,S19,18,9:30-9:45,526.0,17.0,102,0.0,102.0,102.0,0.0,611.0,41.28
117,09:25:35,S21,20,9:15-9:30,611.0,0.0,75,0.0,75.0,75.0,0.0,686.0,46.35
117,09:23:45,S22,21,9:15-9:30,686.0,0.0,67,0.0,67.0,67.0,0.0,753.0,50.88
119,09:59:35,S7,6,9:45-10:00,0.0,0.0,70,0.0,70.0,70.0,0.0,70.0,4.73
119,09:57:20,S8,7,9:45-10:00,70.0,70.0,54,0.0,54.0,54.0,0.0,54.0,3.65
119,09:55:15,S9,8,9:45-10:00,54.0,47.0,170,0.0,170.0,170.0,0.0,177.0,11.96
119,09:53:30,S10,9,9:45-10:00,177.0,33.0,77,0.0,77.0,77.0,0.0,221.0,14.93
119,09:51:10,S11,10,9:45-10:00,221.0,81.0,272,0.0,272.0,272.0,0.0,412.0,27.84
119,09:49:10,S12,11,9:45-10:00,412.0,109.0,84,0.0,84.0,84.0,0.0,387.0,26.15
119,09:47:15,S13,12,9:45-10:00,387.0,34.0,507,0.0,507.0,507.0,0.0,860.0,58.11
119,09:45:30,S14,13,9:45-10:00,860.0,62.0,92,0.0,92.0,92.0,0.0,890.0,60.14
119,09:43:00,S15,14,9:30-9:45,890.0,0.0,81,0.0,81.0,81.0,0.0,971.0,65.61
119,09:40:45,S16,15,9:30-9:45,971.0,0.0,13,0.0,13.0,13.0,0.0,984.0,66.49
119,09:38:50,S17,16,9:30-9:45,984.0,0.0,39,0.0,39.0,39.0,0.0,1023.0,69.12
119,09:36:20,S18,17,9:30-9:45,1023.0,0.0,41,0.0,41.0,41.0,0.0,1064.0,71.89
119,09:33:50,S19,18,9:30-9:45,1064.0,0.0,43,0.0,43.0,43.0,0.0,1107.0,74.8
119,09:28:45,S21,20,9:15-9:30,1107.0,0.0,50,0.0,50.0,50.0,0.0,1157.0,78.18
119,09:26:55,S22,21,9:15-9:30,1157.0,0.0,31,0.0,31.0,31.0,0.0,1188.0,80.27
121,09:58:35,S9,8,9:45-10:00,0.0,0.0,65,0.0,65.0,65.0,0.0,65.0,4.39
121,09:56:50,S10,9,9:45-10:00,65.0,0.0,29,0.0,29.0,29.0,0.0,94.0,6.35
121,09:54:30,S11,10,9:45-10:00,94.0,0.0,140,0.0,140.0,140.0,0.0,234.0,15.81
121,09:52:30,S12,11,9:45-10:00,234.0,0.0,13,0.0,13.0,13.0,0.0,247.0,16.69
121,09:50:35,S13,12,9:45-10:00,247.0,0.0,160,0.0,160.0,160.0,0.0,407.0,27.5
121,09:48:50,S14,13,9:45-10:00,407.0,0.0,80,0.0,80.0,80.0,0.0,487.0,32.91
121,09:46:20,S15,14,9:45-10:00,487.0,31.0,91,0.0,91.0,91.0,0.0,547.0,36.96
121,09:44:05,S16,15,9:30-9:45,547.0,0.0,26,0.0,26.0,26.0,0.0,573.0,38.72
121,09:42:10,S17,16,9:30-9:45,573.0,0.0,26,0.0,26.0,26.0,0.0,599.0,40.47
121,09:39:40,S18,17,9:30-9:45,599.0,0.0,46,0.0,46.0,46.0,0.0,645.0,43.58
121,09:37:10,S19,18,9:30-9:45,645.0,0.0,48,0.0,48.0,48.0,0.0,693.0,46.82
121,09:32:05,S21,20,9:30-9:45,693.0,2.0,49,0.0,49.0,49.0,0.0,740.0,50.0
121,09:30:15,S22,21,9:30-9:45,740.0,0.0,36,0.0,36.0,36.0,0.0,776.0,52.43
123,09:58:10,S11,10,9:45-10:00,0.0,0.0,156,0.0,156.0,156.0,0.0,156.0,10.54
123,09:56:10,S12,11,9:45-10:00,156.0,0.0,30,0.0,30.0,30.0,0.0,186.0,12.57
123,09:54:15,S13,12,9:45-10:00,186.0,0.0,197,0.0,197.0,197.0,0.0,383.0,25.88
123,09:52:30,S14,13,9:45-10:00,383.0,0.0,107,0.0,107.0,107.0,0.0,490.0,33.11
123,09:50:00,S15,14,9:45-10:00,490.0,0.0,106,0.0,106.0,106.0,0.0,596.0,40.27
123,09:47:45,S16,15,9:45-10:00,596.0,10.0,18,0.0,18.0,18.0,0.0,604.0,40.81
123,09:45:50,S17,16,9:45-10:00,604.0,1.0,30,0.0,30.0,30.0,0.0,633.0,42.77
123,09:43:20,S18,17,9:30-9:45,633.0,0.0,54,0.0,54.0,54.0,0.0,687.0,46.42
123,09:40:50,S19,18,9:30-9:45,687.0,0.0,50,0.0,50.0,50.0,0.0,737.0,49.8
123,09:35:45,S21,20,9:30-9:45,737.0,0.0,31,0.0,31.0,31.0,0.0,768.0,51.89
123,09:33:55,S22,21,9:30-9:45,768.0,0.0,32,0.0,32.0,32.0,0.0,800.0,54.05
125,09:59:25,S12,11,9:45-10:00,0.0,0.0,26,0.0,26.0,26.0,0.0,26.0,1.76
125,09:57:30,S13,12,9:45-10:00,26.0,0.0,175,0.0,175.0,175.0,0.0,201.0,13.58
125,09:55:45,S14,13,9:45-10:00,201.0,0.0,105,0.0,105.0,105.0,0.0,306.0,20.68
125,09:53:15,S15,14,9:45-10:00,306.0,0.0,95,0.0,95.0,95.0,0.0,401.0,27.09
125,09:51:00,S16,15,9:45-10:00,401.0,0.0,8,0.0,8.0,8.0,0.0,409.0,27.64
125,09:49:05,S17,16,9:45-10:00,409.0,0.0,21,0.0,21.0,21.0,0.0,430.0,29.05
125,09:46:35,S18,17,9:45-10:00,430.0,12.0,50,0.0,50.0,50.0,0.0,468.0,31.62
125,09:44:05,S19,18,9:30-9:45,468.0,0.0,61,0.0,61.0,61.0,0.0,529.0,35.74
125,09:39:00,S21,20,9:30-9:45,529.0,0.0,35,0.0,35.0,35.0,0.0,564.0,38.11
125,09:37:10,S22,21,9:30-9:45,564.0,0.0,29,0.0,29.0,29.0,0.0,593.0,40.07
127,09:59:05,S14,13,9:45-10:00,0.0,0.0,84,0.0,84.0,84.0,0.0,84.0,5.68
127,09:56:35,S15,14,9:45-10:00,84.0,0.0,88,0.0,88.0,88.0,0.0,172.0,11.62
127,09:54:20,S16,15,9:45-10:00,172.0,0.0,19,0.0,19.0,19.0,0.0,191.0,12.91
127,09:52:25,S17,16,9:45-10:00,191.0,0.0,26,0.0,26.0,26.0,0.0,217.0,14.66
127,09:49:55,S18,17,9:45-10:00,217.0,0.0,48,0.0,48.0,48.0,0.0,265.0,17.91
127,09:47:25,S19,18,9:45-10:00,265.0,7.0,59,0.0,59.0,59.0,0.0,317.0,21.42
127,09:42:20,S21,20,9:30-9:45,317.0,0.0,53,0.0,53.0,53.0,0.0,370.0,25.0
127,09:40:30,S22,21,9:30-9:45,370.0,0.0,34,0.0,34.0,34.0,0.0,404.0,27.3
129,09:59:45,S15,14,9:45-10:00,0.0,0.0,87,0.0,87.0,87.0,0.0,87.0,5.88
129,09:57:30,S16,15,9:45-10:00,87.0,0.0,17,0.0,17.0,17.0,0.0,104.0,7.03
129,09:55:35,S17,16,9:45-10:00,104.0,0.0,26,0.0,26.0,26.0,0.0,130.0,8.78
129,09:53:05,S18,17,9:45-10:00,130.0,0.0,38,0.0,38.0,38.0,0.0,168.0,11.35
129,09:50:35,S19,18,9:45-10:00,168.0,0.0,39,0.0,39.0,39.0,0.0,207.0,13.99
129,09:45:30,S21,20,9:45-10:00,207.0,1.0,53,0.0,53.0,53.0,0.0,259.0,17.5
129,09:43:40,S22,21,9:30-9:45,259.0,0.0,35,0.0,35.0,35.0,0.0,294.0,19.86
131,09:58:45,S17,16,9:45-10:00,0.0,0.0,24,0.0,24.0,24.0,0.0,24.0,1.62
131,09:56:15,S18,17,9:45-10:00,24.0,0.0,51,0.0,51.0,51.0,0.0,75.0,5.07
131,09:53:45,S19,18,9:45-10:00,75.0,0.0,31,0.0,31.0,31.0,0.0,106.0,7.16
131,09:48:40,S21,20,9:45-10:00,106.0,0.0,47,0.0,47.0,47.0,0.0,153.0,10.34
131,09:46:50,S22,21,9:45-10:00,153.0,0.0,36,0.0,36.0,36.0,0.0,189.0,12.77
133,09:59:20,S18,17,9:45-10:00,0.0,0.0,60,0.0,60.0,60.0,0.0,60.0,4.05
133,09:56:50,S19,18,9:45-10:00,60.0,0.0,56,0.0,56.0,56.0,0.0,116.0,7.84
133,09:51:45,S21,20,9:45-10:00,116.0,0.0,55,0.0,55.0,55.0,0.0,171.0,11.55
133,09:49:55,S22,21,9:45-10:00,171.0,0.0,34,0.0,34.0,34.0,0.0,205.0,13.85
135,09:59:55,S19,18,9:45-10:00,0.0,0.0,59,0.0,59.0,59.0,0.0,59.0,3.99
135,09:54:50,S21,20,9:45-10:00,59.0,0.0,33,0.0,33.0,33.0,0.0,92.0,6.22
135,09:53:00,S22,21,9:45-10:00,92.0,0.0,29,0.0,29.0,29.0,0.0,121.0,8.18
137,09:57:50,S21,20,9:45-10:00,0.0,0.0,47,0.0,47.0,47.0,0.0,47.0,3.18
137,09:56:00,S22,21,9:45-10:00,47.0,0.0,32,0.0,32.0,32.0,0.0,79.0,5.34
139,09:58:50,S22,21,9:45-10:00,0.0,0.0,32,0.0,32.0,32.0,0.0,32.0,2.16
